School;Cohort;Book ID;Topic;Bookclub;User ID;Name;Message;Translation  ;Message Time;Is Answer;Page;Book relevance;Type;Category;CategoryBroad
OŠ Franca Rozmana Staneta;FrancaG;12;Kaj meniš, česa vsega bi se Čopko lahko naučil? / What else do you think Čopko could learn?;Book Club One;1353;FrancaG13;blo bi bolš;that would be better;2019-06-17 05:39:49 AM;No;13;No;S;CO;C
OŠ Franca Rozmana Staneta;FrancaG;12;Kaj meniš, česa vsega bi se Čopko lahko naučil? / What else do you think Čopko could learn?;Book Club One;1353;FrancaG13;ker so punce bolše;because girls are better;2019-06-17 05:40:09 AM;No;13;No;S;CO;C
OŠ Franca Rozmana Staneta;FrancaG;12;Kaj meniš, česa vsega bi se Čopko lahko naučil? / What else do you think Čopko could learn?;Book Club One;1353;FrancaG13;in ker jih je več;and there's more of them;2019-06-17 05:40:19 AM;No;13;No;S;CO;C
OŠ Franca Rozmana Staneta;FrancaG;12;Kaj meniš, česa vsega bi se Čopko lahko naučil? / What else do you think Čopko could learn?;Book Club One;1361;FrancaG21;igrati minecraft;to play minecraft;2019-06-17 05:40:43 AM;No;13;Yes;A;DA;D
OŠ Franca Rozmana Staneta;FrancaG;12;Kaj meniš, česa vsega bi se Čopko lahko naučil? / What else do you think Čopko could learn?;Book Club One;1359;FrancaG19;luka;Luka ;2019-06-17 05:40:57 AM;No;13;No;S;IA;I
OŠ Franca Rozmana Staneta;FrancaG;12;Kaj meniš, česa vsega bi se Čopko lahko naučil? / What else do you think Čopko could learn?;Book Club One;1361;FrancaG21;res je;That's right;2019-06-17 05:41:14 AM;No;13;No;S;CO;C
OŠ Franca Rozmana Staneta;FrancaG;12;Kaj meniš, česa vsega bi se Čopko lahko naučil? / What else do you think Čopko could learn?;Book Club One;1353;FrancaG13;ne gacha live;No, Gacha live;2019-06-17 05:41:20 AM;No;13;Yes;A;DA;D
OŠ Franca Rozmana Staneta;FrancaG;12;Kaj meniš, česa vsega bi se Čopko lahko naučil? / What else do you think Čopko could learn?;Book Club One;1359;FrancaG19;zakajjjj;Whyyyyy;2019-06-17 05:41:20 AM;No;13;No;S;CO;C
OŠ Franca Rozmana Staneta;FrancaG;12;Kaj meniš, česa vsega bi se Čopko lahko naučil? / What else do you think Čopko could learn?;Book Club One;1359;FrancaG19;kva;What ;2019-06-17 05:41:32 AM;No;13;No;S;CO;C
OŠ Franca Rozmana Staneta;FrancaG;12;Kaj meniš, česa vsega bi se Čopko lahko naučil? / What else do you think Čopko could learn?;Book Club One;1353;FrancaG13;ker je to boljša igrca;Because it's a better game;2019-06-17 05:41:46 AM;No;13;No;S;CO;C
OŠ Franca Rozmana Staneta;FrancaG;12;Kaj meniš, česa vsega bi se Čopko lahko naučil? / What else do you think Čopko could learn?;Book Club One;1361;FrancaG21;ker je ddddddddddddddddddddddddddddddddddddddddddoooooooooooooooooooooooooooooooooooooooooooooooobbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeerrrrrrrrrrrrrrrrrrrrrrrrrrrrr;Because it is ddddddddddoooooohhhhh;2019-06-17 05:41:56 AM;No;13;No;S;CO;C
OŠ Franca Rozmana Staneta;FrancaG;12;Kaj meniš, česa vsega bi se Čopko lahko naučil? / What else do you think Čopko could learn?;Book Club One;1359;FrancaG19;pravopisno pri slovenščini smo;Write correctly, this is Slovene class after all;2019-06-17 05:41:58 AM;No;13;No;S;CO;C
OŠ Franca Rozmana Staneta;FrancaG;12;Kaj meniš, česa vsega bi se Čopko lahko naučil? / What else do you think Čopko could learn?;Book Club One;1353;FrancaG13;ja luka;Yes Luka;2019-06-17 05:42:38 AM;No;13;No;S;CO;C
OŠ Franca Rozmana Staneta;FrancaG;12;Kaj meniš, česa vsega bi se Čopko lahko naučil? / What else do you think Čopko could learn?;Book Club One;1359;FrancaG19;sej ti ne pišeš v slovenščini;You're not writing in Slovene;2019-06-17 05:42:59 AM;No;13;No;S;CO;C
OŠ Franca Rozmana Staneta;FrancaG;12;Kaj meniš, česa vsega bi se Čopko lahko naučil? / What else do you think Čopko could learn?;Book Club One;1353;FrancaG13;pravopisna slovenščina;Correct Slovene;2019-06-17 05:43:02 AM;No;13;No;S;CO;C
OŠ Franca Rozmana Staneta;FrancaG;12;Kaj meniš, česa vsega bi se Čopko lahko naučil? / What else do you think Čopko could learn?;Book Club One;1353;FrancaG13;spodob se pisat pravilno;It is nice to write appropriately;2019-06-17 05:43:22 AM;No;13;No;S;CO;C
OŠ Franca Rozmana Staneta;FrancaG;12;Kaj meniš, česa vsega bi se Čopko lahko naučil? / What else do you think Čopko could learn?;Book Club One;1359;FrancaG19;'''?????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????;"""???????????????????????????????????????????";2019-06-17 05:43:23 AM;No;13;No;S;CO;C
OŠ Franca Rozmana Staneta;FrancaG;12;Kaj meniš, česa vsega bi se Čopko lahko naučil? / What else do you think Čopko could learn?;Book Club One;1359;FrancaG19;čav;Bye;2019-06-17 05:43:33 AM;No;13;No;S;CG;C
OŠ Franca Rozmana Staneta;FrancaG;12;Kaj meniš, česa vsega bi se Čopko lahko naučil? / What else do you think Čopko could learn?;Book Club One;1353;FrancaG13;tud men se ne zdi tok lahko;I don't think it's easy either;2019-06-17 05:43:39 AM;No;13;No;S;CO;C
OŠ Franca Rozmana Staneta;FrancaG;12;Kaj meniš, česa vsega bi se Čopko lahko naučil? / What else do you think Čopko could learn?;Book Club One;1353;FrancaG13;bye;Bye;2019-06-17 05:43:52 AM;No;13;No;S;CG;C
OŠ Franca Rozmana Staneta;FrancaG;12;Kaj meniš, česa vsega bi se Čopko lahko naučil? / What else do you think Čopko could learn?;Book Club One;1353;FrancaG13;srečno pot v razred;Good luck on your way to the classroom;2019-06-17 05:44:08 AM;No;13;No;S;CO;C
OŠ Franca Rozmana Staneta;FrancaG;12;Kaj meniš, česa vsega bi se Čopko lahko naučil? / What else do you think Čopko could learn?;Book Club Two;1358;FrancaG18;Kako biti kača.;How to be a snake;2019-06-17 05:14:36 AM;No;6;Yes;A;DA;D
OŠ Franca Rozmana Staneta;FrancaG;12;Kaj meniš, česa vsega bi se Čopko lahko naučil? / What else do you think Čopko could learn?;Book Club Two;1358;FrancaG18;Igrati poker.;play poker.;2019-06-17 05:17:32 AM;No;6;Yes;A;DA;D
OŠ Franca Rozmana Staneta;FrancaG;12;Kaj meniš, česa vsega bi se Čopko lahko naučil? / What else do you think Čopko could learn?;Book Club Two;1356;FrancaG16;Joj ta vaš poker-;oh you and your poker-;2019-06-17 05:21:15 AM;No;6;No;S;DAA;D
OŠ Franca Rozmana Staneta;FrancaG;12;Kaj meniš, česa vsega bi se Čopko lahko naučil? / What else do you think Čopko could learn?;Book Club Two;1356;FrancaG16;Hallllooooooo!!!;helllooooo!!!;2019-06-17 05:22:16 AM;No;6;No;S;CO;C
OŠ Franca Rozmana Staneta;FrancaG;12;Kaj meniš, česa vsega bi se Čopko lahko naučil? / What else do you think Čopko could learn?;Book Club Two;1356;FrancaG16;Kako vozit kolo..;how to ride a bike..;2019-06-17 05:22:29 AM;No;6;Yes;A;DA;D
OŠ Franca Rozmana Staneta;FrancaG;12;Kaj meniš, česa vsega bi se Čopko lahko naučil? / What else do you think Čopko could learn?;Book Club Two;1358;FrancaG18;Mogoče,igrati storžolf(golf)?;Maybe, play pineconegolf (golf)?;2019-06-17 05:22:41 AM;No;6;Yes;A;DA;D
OŠ Franca Rozmana Staneta;FrancaG;12;Kaj meniš, česa vsega bi se Čopko lahko naučil? / What else do you think Čopko could learn?;Book Club Two;1356;FrancaG16;Uf.;Oof.;2019-06-17 05:22:58 AM;No;6;No;S;CO;C
OŠ Franca Rozmana Staneta;FrancaG;12;Kaj meniš, česa vsega bi se Čopko lahko naučil? / What else do you think Čopko could learn?;Book Club Two;1356;FrancaG16;Kako uh;What do you mean oof;2019-06-17 05:23:10 AM;No;6;No;S;CO;C
OŠ Franca Rozmana Staneta;FrancaG;12;Kaj meniš, česa vsega bi se Čopko lahko naučil? / What else do you think Čopko could learn?;Book Club Two;1356;FrancaG16;um;Ummm;2019-06-17 05:23:31 AM;No;6;No;S;CO;C
OŠ Franca Rozmana Staneta;FrancaG;12;Kaj meniš, česa vsega bi se Čopko lahko naučil? / What else do you think Čopko could learn?;Book Club Two;1356;FrancaG16;Kako pisat na računalnik;How to type on the computer;2019-06-17 05:23:44 AM;No;6;Yes;A;DA;D
OŠ Franca Rozmana Staneta;FrancaG;12;Kaj meniš, česa vsega bi se Čopko lahko naučil? / What else do you think Čopko could learn?;Book Club Two;1356;FrancaG16;.;.;2019-06-17 05:23:49 AM;No;6;No;S;O;O
OŠ Franca Rozmana Staneta;FrancaG;12;Kaj meniš, česa vsega bi se Čopko lahko naučil? / What else do you think Čopko could learn?;Book Club Two;1358;FrancaG18;kako igrati šah(timotej);How to play chess (Timotej);2019-06-17 05:24:46 AM;No;6;Yes;A;DA;D
OŠ Franca Rozmana Staneta;FrancaG;12;Kaj meniš, česa vsega bi se Čopko lahko naučil? / What else do you think Čopko could learn?;Book Club Two;1356;FrancaG16;Sem vedla;I knew it;2019-06-17 05:24:57 AM;No;6;No;S;CO;C
OŠ Franca Rozmana Staneta;FrancaG;12;Kaj meniš, česa vsega bi se Čopko lahko naučil? / What else do you think Čopko could learn?;Book Club Two;1356;FrancaG16;Nekdo ki piše počas kot on......;Somebody is typing as slowly as him.....;2019-06-17 05:25:25 AM;No;6;No;S;CO;C
OŠ Franca Rozmana Staneta;FrancaG;12;Kaj meniš, česa vsega bi se Čopko lahko naučil? / What else do you think Čopko could learn?;Book Club Two;1358;FrancaG18;Ne pa nisi!;No you're not!;2019-06-17 05:25:54 AM;No;6;No;S;CO;C
OŠ Franca Rozmana Staneta;FrancaG;12;Kaj meniš, česa vsega bi se Čopko lahko naučil? / What else do you think Čopko could learn?;Book Club Two;1356;FrancaG16;Kva;What  ;2019-06-17 05:26:03 AM;No;6;No;S;CO;C
OŠ Franca Rozmana Staneta;FrancaG;12;Kaj meniš, česa vsega bi se Čopko lahko naučil? / What else do you think Čopko could learn?;Book Club Two;1358;FrancaG18;Mal zaostajam.;I am a bit behind;2019-06-17 05:26:27 AM;No;6;No;S;CO;C
OŠ Franca Rozmana Staneta;FrancaG;12;Kaj meniš, česa vsega bi se Čopko lahko naučil? / What else do you think Čopko could learn?;Book Club Two;1356;FrancaG16;Še kokoši pišejo hitreje k ti.;Even chickens write faster than you.;2019-06-17 05:26:38 AM;No;6;No;S;CO;C
OŠ Franca Rozmana Staneta;FrancaG;12;Kaj meniš, česa vsega bi se Čopko lahko naučil? / What else do you think Čopko could learn?;Book Club Two;1358;FrancaG18;Ne!!!;No!!!!;2019-06-17 05:27:08 AM;No;6;No;S;CO;C
OŠ Franca Rozmana Staneta;FrancaG;12;Kaj meniš, česa vsega bi se Čopko lahko naučil? / What else do you think Čopko could learn?;Book Club Two;1356;FrancaG16;Lahko bi igral poker, si rekel? Pa to vsi fantje govorijoooooo...;He could play poker, you say? All the boys are saying that.... ;2019-06-17 05:27:17 AM;No;6;Yes;S;DAA;D
OŠ Franca Rozmana Staneta;FrancaG;12;Kaj meniš, česa vsega bi se Čopko lahko naučil? / What else do you think Čopko could learn?;Book Club Two;1356;FrancaG16;ZELO zaustajaš..;VERY much behind;2019-06-17 05:27:35 AM;No;6;No;S;CO;C
OŠ Franca Rozmana Staneta;FrancaG;12;Kaj meniš, česa vsega bi se Čopko lahko naučil? / What else do you think Čopko could learn?;Book Club Two;1356;FrancaG16;Ti bom js zdej pokazala Kako biti kača.;I will show you how to be a snake right now;2019-06-17 05:28:11 AM;No;6;No;S;CO;C
OŠ Franca Rozmana Staneta;FrancaG;12;Kaj meniš, česa vsega bi se Čopko lahko naučil? / What else do you think Čopko could learn?;Book Club Two;1333;GlennsFrancaG;Razen pokra ... kaj bi se se lahko naucil?;Except poker... What else could he learn?;2019-06-17 05:28:11 AM;No;1;Yes;Q;MQ;M
OŠ Franca Rozmana Staneta;FrancaG;12;Kaj meniš, česa vsega bi se Čopko lahko naučil? / What else do you think Čopko could learn?;Book Club Two;1358;FrancaG18;Gdo si ti!;Who are you!;2019-06-17 05:28:29 AM;No;6;No;Q;IQ;I
OŠ Franca Rozmana Staneta;FrancaG;12;Kaj meniš, česa vsega bi se Čopko lahko naučil? / What else do you think Čopko could learn?;Book Club Two;1356;FrancaG16;Nevem...Mogoče voziti ko-;I don't know... Maybe how to ride a bi-;2019-06-17 05:28:40 AM;No;6;Yes;A;DA;D
OŠ Franca Rozmana Staneta;FrancaG;12;Kaj meniš, česa vsega bi se Čopko lahko naučil? / What else do you think Čopko could learn?;Book Club Two;1356;FrancaG16;Gdo si TI!;Who are YOU!;2019-06-17 05:28:48 AM;No;6;No;Q;IQ;I
OŠ Franca Rozmana Staneta;FrancaG;12;Kaj meniš, česa vsega bi se Čopko lahko naučil? / What else do you think Čopko could learn?;Book Club Two;1358;FrancaG18;LUKA;LUKA;2019-06-17 05:29:15 AM;No;6;No;A;IA;I
OŠ Franca Rozmana Staneta;FrancaG;12;Kaj meniš, česa vsega bi se Čopko lahko naučil? / What else do you think Čopko could learn?;Book Club Two;1356;FrancaG16;KIŠ?!;KIŠ (surrname)?;2019-06-17 05:29:25 AM;No;6;No;Q;IQ;I
OŠ Franca Rozmana Staneta;FrancaG;12;Kaj meniš, česa vsega bi se Čopko lahko naučil? / What else do you think Čopko could learn?;Book Club Two;1356;FrancaG16;BAJRAKTAREVIČ?;BAJRAKTAREVIČ (surrname)?;2019-06-17 05:29:35 AM;No;6;No;Q;IQ;I
OŠ Franca Rozmana Staneta;FrancaG;12;Kaj meniš, česa vsega bi se Čopko lahko naučil? / What else do you think Čopko could learn?;Book Club Two;1358;FrancaG18;He;He;2019-06-17 05:29:49 AM;No;6;No;S;CO;C
OŠ Franca Rozmana Staneta;FrancaG;12;Kaj meniš, česa vsega bi se Čopko lahko naučil? / What else do you think Čopko could learn?;Book Club Two;1356;FrancaG16;???;???;2019-06-17 05:30:07 AM;No;6;No;S;CO;C
OŠ Franca Rozmana Staneta;FrancaG;12;Kaj meniš, česa vsega bi se Čopko lahko naučil? / What else do you think Čopko could learn?;Book Club Two;1358;FrancaG18;Hec;Joke;2019-06-17 05:30:07 AM;No;6;No;S;CO;C
OŠ Franca Rozmana Staneta;FrancaG;12;Kaj meniš, česa vsega bi se Čopko lahko naučil? / What else do you think Čopko could learn?;Book Club Two;1356;FrancaG16;Kako biti kača.;How to be a snake.;2019-06-17 05:30:11 AM;No;6;Yes;S;DA;D
OŠ Franca Rozmana Staneta;FrancaG;12;Kaj meniš, česa vsega bi se Čopko lahko naučil? / What else do you think Čopko could learn?;Book Club Two;1356;FrancaG16;Kako biti kača.;How to be a snake;2019-06-17 05:30:13 AM;No;6;Yes;S;DA;D
OŠ Franca Rozmana Staneta;FrancaG;12;Kaj meniš, česa vsega bi se Čopko lahko naučil? / What else do you think Čopko could learn?;Book Club Two;1356;FrancaG16;Kako biti kača.;How to be a snake.;2019-06-17 05:30:14 AM;No;6;Yes;S;DA;D
OŠ Franca Rozmana Staneta;FrancaG;12;Kaj meniš, česa vsega bi se Čopko lahko naučil? / What else do you think Čopko could learn?;Book Club Two;1356;FrancaG16;Evo ti hewc.;There's your jokw;2019-06-17 05:30:19 AM;No;6;No;S;CO;C
OŠ Franca Rozmana Staneta;FrancaG;12;Kaj meniš, česa vsega bi se Čopko lahko naučil? / What else do you think Čopko could learn?;Book Club Two;1356;FrancaG16;hec*;joke*;2019-06-17 05:30:26 AM;No;6;No;S;CO;C
OŠ Franca Rozmana Staneta;FrancaG;12;Kaj meniš, česa vsega bi se Čopko lahko naučil? / What else do you think Čopko could learn?;Book Club Two;1358;FrancaG18;heeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeec;joooooooookeeeeeee;2019-06-17 05:30:56 AM;No;6;No;S;CO;C
OŠ Franca Rozmana Staneta;FrancaG;12;Kaj meniš, česa vsega bi se Čopko lahko naučil? / What else do you think Čopko could learn?;Book Club Two;1356;FrancaG16;Lahko bi se nauciv rolat...............;he could learn to rollerskate;2019-06-17 05:30:58 AM;No;6;Yes;A;DA;D
OŠ Franca Rozmana Staneta;FrancaG;12;Kaj meniš, česa vsega bi se Čopko lahko naučil? / What else do you think Čopko could learn?;Book Club Two;1356;FrancaG16;heeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeec;jooooooooooookeeeeee;2019-06-17 05:31:11 AM;No;6;No;S;CO;C
OŠ Franca Rozmana Staneta;FrancaG;12;Kaj meniš, česa vsega bi se Čopko lahko naučil? / What else do you think Čopko could learn?;Book Club Two;1356;FrancaG16;heeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeec;joooooooookeeeeeee;2019-06-17 05:31:12 AM;No;6;No;S;CO;C
OŠ Franca Rozmana Staneta;FrancaG;12;Kaj meniš, česa vsega bi se Čopko lahko naučil? / What else do you think Čopko could learn?;Book Club Two;1356;FrancaG16;heeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeec;jooooooooooookeeeeee;2019-06-17 05:31:14 AM;No;6;No;S;CO;C
OŠ Franca Rozmana Staneta;FrancaG;12;Kaj meniš, česa vsega bi se Čopko lahko naučil? / What else do you think Čopko could learn?;Book Club Two;1356;FrancaG16;-.-;"""-.-""";2019-06-17 05:31:19 AM;No;6;No;S;CO;C
OŠ Franca Rozmana Staneta;FrancaG;12;Kaj meniš, česa vsega bi se Čopko lahko naučil? / What else do you think Čopko could learn?;Book Club Two;1356;FrancaG16;Hmmmmm;Hmmmmm;2019-06-17 05:31:35 AM;No;6;No;S;CO;C
OŠ Franca Rozmana Staneta;FrancaG;12;Kaj meniš, česa vsega bi se Čopko lahko naučil? / What else do you think Čopko could learn?;Book Club Two;1356;FrancaG16;Lahko bi se naučil igrati video igre-;He could learn to play video games;2019-06-17 05:31:58 AM;No;6;Yes;A;DA;D
OŠ Franca Rozmana Staneta;FrancaG;12;Kaj meniš, česa vsega bi se Čopko lahko naučil? / What else do you think Čopko could learn?;Book Club Two;1356;FrancaG16;Hec, hec.;Joke, joke. ;2019-06-17 05:32:01 AM;No;6;No;S;CO;C
OŠ Franca Rozmana Staneta;FrancaG;12;Kaj meniš, česa vsega bi se Čopko lahko naučil? / What else do you think Čopko could learn?;Book Club Two;1358;FrancaG18;KDO SI TI(KAJ JE S TABO NAROBE);WHO ARE YOU (WHAT IS WRONG WITH YOU);2019-06-17 05:32:53 AM;No;6;No;Q;IQ;I
OŠ Franca Rozmana Staneta;FrancaG;12;Kaj meniš, česa vsega bi se Čopko lahko naučil? / What else do you think Čopko could learn?;Book Club Two;1356;FrancaG16;Hallloooo;Helllooooooo;2019-06-17 05:32:53 AM;No;6;No;S;CO;C
OŠ Franca Rozmana Staneta;FrancaG;12;Kaj meniš, česa vsega bi se Čopko lahko naučil? / What else do you think Čopko could learn?;Book Club Two;1356;FrancaG16;Kaj je s tabo?;What's up with you?;2019-06-17 05:33:03 AM;No;6;No;Q;CO;C
OŠ Franca Rozmana Staneta;FrancaG;12;Kaj meniš, česa vsega bi se Čopko lahko naučil? / What else do you think Čopko could learn?;Book Club Two;1358;FrancaG18;Nč;Nothing;2019-06-17 05:33:24 AM;No;6;No;A;CO;C
OŠ Franca Rozmana Staneta;FrancaG;12;Kaj meniš, česa vsega bi se Čopko lahko naučil? / What else do you think Čopko could learn?;Book Club Two;1356;FrancaG16;Zdle si v 20ih minutah šele 5 sporočil poslau;You've only sent 5 messages in the last 20 minutes;2019-06-17 05:33:37 AM;No;6;No;S;CO;C
OŠ Franca Rozmana Staneta;FrancaG;12;Kaj meniš, česa vsega bi se Čopko lahko naučil? / What else do you think Čopko could learn?;Book Club Two;1356;FrancaG16;heeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeec;joooooooookeeeeeee;2019-06-17 05:34:13 AM;No;6;No;S;CO;C
OŠ Franca Rozmana Staneta;FrancaG;12;Kaj meniš, česa vsega bi se Čopko lahko naučil? / What else do you think Čopko could learn?;Book Club Two;1356;FrancaG16;heeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeec;joooooooookeeeeeee;2019-06-17 05:34:16 AM;No;6;No;S;CO;C
OŠ Franca Rozmana Staneta;FrancaG;12;Kaj meniš, česa vsega bi se Čopko lahko naučil? / What else do you think Čopko could learn?;Book Club Two;1356;FrancaG16;heeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeec;joooooooookeeeeeee;2019-06-17 05:34:16 AM;No;6;No;S;CO;C
OŠ Franca Rozmana Staneta;FrancaG;12;Kaj meniš, česa vsega bi se Čopko lahko naučil? / What else do you think Čopko could learn?;Book Club Two;1333;GlennsFrancaG;Ni pomembno stevilo odgovorov, ampak to, kako dobri so odgovori!;It doesn't matter how many answers you send, but how good they are;2019-06-17 05:34:29 AM;No;1;No;S;MA;M
OŠ Franca Rozmana Staneta;FrancaG;12;Kaj meniš, česa vsega bi se Čopko lahko naučil? / What else do you think Čopko could learn?;Book Club Two;1356;FrancaG16;Hmmmmm;hmmmmm;2019-06-17 05:34:44 AM;No;6;No;S;CO;C
OŠ Franca Rozmana Staneta;FrancaG;12;Kaj meniš, česa vsega bi se Čopko lahko naučil? / What else do you think Čopko could learn?;Book Club Two;1358;FrancaG18;to ni res 15;that's not true 15;2019-06-17 05:34:51 AM;No;6;No;S;CO;C
OŠ Franca Rozmana Staneta;FrancaG;12;Kaj meniš, česa vsega bi se Čopko lahko naučil? / What else do you think Čopko could learn?;Book Club Two;1356;FrancaG16;Da bi se naučil  skakati čez kolebnico;He could learn to jump rope;2019-06-17 05:35:47 AM;No;6;Yes;A;DA;D
OŠ Franca Rozmana Staneta;FrancaG;12;Kaj meniš, česa vsega bi se Čopko lahko naučil? / What else do you think Čopko could learn?;Book Club Two;1356;FrancaG16;...;...;2019-06-17 05:35:51 AM;No;6;No;S;CO;C
OŠ Franca Rozmana Staneta;FrancaG;12;Kaj meniš, česa vsega bi se Čopko lahko naučil? / What else do you think Čopko could learn?;Book Club Two;1358;FrancaG18;kako igrat ping pong;How to play ping pong;2019-06-17 05:36:28 AM;No;6;Yes;A;DA;D
OŠ Franca Rozmana Staneta;FrancaG;12;Kaj meniš, česa vsega bi se Čopko lahko naučil? / What else do you think Čopko could learn?;Book Club Two;1356;FrancaG16;Jassss;yasssss;2019-06-17 05:36:43 AM;No;6;No;S;CO;C
OŠ Franca Rozmana Staneta;FrancaG;12;Kaj meniš, česa vsega bi se Čopko lahko naučil? / What else do you think Čopko could learn?;Book Club Two;1356;FrancaG16;Kako igrat odbojko;how to play volleyball;2019-06-17 05:37:00 AM;No;6;Yes;A;DA;D
OŠ Franca Rozmana Staneta;FrancaG;12;Kaj meniš, česa vsega bi se Čopko lahko naučil? / What else do you think Čopko could learn?;Book Club Two;1364;FrancaG24;NAUČIL BI SE BITI PRIJAZEN DO VSEH POLICIJAH;HE COULD LEARN TO BE KIND TO ALL THE POLICEMEN;2019-06-17 05:37:23 AM;No;13;Yes;A;DA;D
OŠ Franca Rozmana Staneta;FrancaG;12;Kaj meniš, česa vsega bi se Čopko lahko naučil? / What else do you think Čopko could learn?;Book Club Two;1356;FrancaG16;A si nov/-a ?;Are you new?;2019-06-17 05:37:44 AM;No;6;No;Q;CO;C
OŠ Franca Rozmana Staneta;FrancaG;12;Kaj meniš, česa vsega bi se Čopko lahko naučil? / What else do you think Čopko could learn?;Book Club Two;1356;FrancaG16;-;"""-""";2019-06-17 05:37:46 AM;No;6;No;S;O;O
OŠ Franca Rozmana Staneta;FrancaG;12;Kaj meniš, česa vsega bi se Čopko lahko naučil? / What else do you think Čopko could learn?;Book Club Two;1356;FrancaG16;ni ti treba kričat-;You don't have to yell-;2019-06-17 05:37:55 AM;No;6;No;S;CO;C
OŠ Franca Rozmana Staneta;FrancaG;12;Kaj meniš, česa vsega bi se Čopko lahko naučil? / What else do you think Čopko could learn?;Book Club Two;1358;FrancaG18;slabo pises;your writing is bad;2019-06-17 05:38:18 AM;No;6;No;S;CO;C
OŠ Franca Rozmana Staneta;FrancaG;12;Kaj meniš, česa vsega bi se Čopko lahko naučil? / What else do you think Čopko could learn?;Book Club Two;1356;FrancaG16;A si Lenja???;are you Lenja??;2019-06-17 05:38:31 AM;No;6;No;Q;IQ;I
OŠ Franca Rozmana Staneta;FrancaG;12;Kaj meniš, česa vsega bi se Čopko lahko naučil? / What else do you think Čopko could learn?;Book Club Two;1356;FrancaG16;Ja slab grammar;Yes bad grammar;2019-06-17 05:38:45 AM;No;6;No;S;CO;C
OŠ Franca Rozmana Staneta;FrancaG;12;Kaj meniš, česa vsega bi se Čopko lahko naučil? / What else do you think Čopko could learn?;Book Club Two;1356;FrancaG16;Če gdo razume :c;If anyone understands :C;2019-06-17 05:38:59 AM;No;6;No;S;CO;C
OŠ Franca Rozmana Staneta;FrancaG;12;Kaj meniš, česa vsega bi se Čopko lahko naučil? / What else do you think Čopko could learn?;Book Club Two;1356;FrancaG16;najboljše je;It's best;2019-06-17 05:39:50 AM;No;6;No;S;CO;C
OŠ Franca Rozmana Staneta;FrancaG;12;Kaj meniš, česa vsega bi se Čopko lahko naučil? / What else do you think Čopko could learn?;Book Club Two;1356;FrancaG16;Kako biti kača.;How to be a snake.;2019-06-17 05:40:04 AM;No;6;No;S;CO;C
OŠ Franca Rozmana Staneta;FrancaG;12;Kaj meniš, česa vsega bi se Čopko lahko naučil? / What else do you think Čopko could learn?;Book Club Two;1356;FrancaG16;Halo;Hello;2019-06-17 05:40:18 AM;No;6;No;S;CO;C
OŠ Franca Rozmana Staneta;FrancaG;12;Kaj meniš, česa vsega bi se Čopko lahko naučil? / What else do you think Čopko could learn?;Book Club Two;1356;FrancaG16;A je gdo tm;Is anyone there;2019-06-17 05:40:22 AM;No;6;No;Q;CO;C
OŠ Franca Rozmana Staneta;FrancaG;12;Kaj meniš, česa vsega bi se Čopko lahko naučil? / What else do you think Čopko could learn?;Book Club Two;1364;FrancaG24;KDO JE 11;WHO IS 11;2019-06-17 05:40:31 AM;No;13;No;Q;IQ;I
OŠ Franca Rozmana Staneta;FrancaG;12;Kaj meniš, česa vsega bi se Čopko lahko naučil? / What else do you think Čopko could learn?;Book Club Two;1356;FrancaG16;Lenja? (Če si ti???);Lenja? (If it's you????);2019-06-17 05:40:40 AM;No;6;No;Q;IQ;I
OŠ Franca Rozmana Staneta;FrancaG;12;Kaj meniš, česa vsega bi se Čopko lahko naučil? / What else do you think Čopko could learn?;Book Club Two;1356;FrancaG16;Nimam pojma;I have no idea;2019-06-17 05:40:47 AM;No;6;No;A;CO;C
OŠ Franca Rozmana Staneta;FrancaG;12;Kaj meniš, česa vsega bi se Čopko lahko naučil? / What else do you think Čopko could learn?;Book Club Two;1358;FrancaG18;lahko bi postal sladoledar;He could become an ice cream man ;2019-06-17 05:40:51 AM;No;6;Yes;A;DA;D
OŠ Franca Rozmana Staneta;FrancaG;12;Kaj meniš, česa vsega bi se Čopko lahko naučil? / What else do you think Čopko could learn?;Book Club Two;1356;FrancaG16;Jaa;yeeees;2019-06-17 05:41:01 AM;No;6;Yes;S;DAA;D
OŠ Franca Rozmana Staneta;FrancaG;12;Kaj meniš, česa vsega bi se Čopko lahko naučil? / What else do you think Čopko could learn?;Book Club Two;1356;FrancaG16;Okej nadaljujmo;Okay let's continue;2019-06-17 05:41:12 AM;No;6;No;S;DE;D
